gene_name	regulator	sign	mechanism
ykzP	sigG	1	
ypzF	sigG	1	
ypzI	sigG	1	
yqjC	sigG	1	
yfkT	sigG	1	
yizC	sigG	1	
yhdB	sigG	1	
ypzG	sigG	1	
spoIIP	sigG	1	
yuzM	sigG	1	
yitU	sigG	1	
ykzE	sigG	1	
yxzF	sigG	1	
yrzO	sigG	1	
yrzQ	sigG	1	
yoyE	sigG	1	
exoA	sigG	1	
yrzR	sigG	1	
oxdC	sigO	1	
yvrJ	sigO	1	
rsoA	sigO	1	
srfAC	phoP	1	
yycQ	phoP	1	
ydjN	phoP	1	
comS	phoP	1	
rapK	phoP	1	
phrK	phoP	1	
srfAA	phoP	1	
tagH	phoP	-1	
srfAD	phoP	1	
glpT	phoP	1	
srfAB	phoP	1	
tagG	phoP	-1	
alsT	glnR	-1	
dhbE	kre	-1	
ykoP	kre	-1	
S477	kre	-1	
ykuN	kre	-1	
dhbA	kre	-1	
ybdZ	kre	-1	
ykuP	kre	-1	
dhbF	kre	-1	
ykuO	kre	-1	
dhbB	kre	-1	
dhbC	kre	-1	
sunA	dnaA	-1	
sacT	dnaA	-1	
yxaL	dnaA	-1	
sunT	dnaA	-1	
noc	dnaA	-1	
bdbB	dnaA	-1	
yybM	dnaA	-1	
yybL	dnaA	-1	
yxaJ	dnaA	-1	
yybN	dnaA	-1	
ywcI	dnaA	-1	
vpr	dnaA	-1	
bdbA	dnaA	-1	
yybJ	dnaA	-1	
yolJ	dnaA	-1	
yybK	dnaA	-1	
yotC	csoR	-1	
yotM	csoR	-1	
yotE	csoR	-1	
yosX	csoR	-1	
yotI	csoR	-1	
yotK	csoR	-1	
yotH	csoR	-1	
yotB	csoR	-1	
yotG	csoR	-1	
yotJ	csoR	-1	
sucC	roxS	-1	
epsE	remA	1	
epsG	remA	1	
opuAB	remA	1	
epsL	remA	1	
opuAA	remA	1	
opuBA	remA	1	
opuCB	remA	1	
opuBB	remA	1	
opuCD	remA	1	
epsK	remA	1	
sipW	remA	1	
epsF	remA	1	
opuAC	remA	1	
opuBC	remA	1	
epsN	remA	1	
opuBD	remA	1	
tasA	remA	1	
epsC	remA	1	
epsI	remA	1	
epsD	remA	1	
opuCA	remA	1	
opuCC	remA	1	
epsB	remA	1	
epsO	remA	1	
epsH	remA	1	
epsM	remA	1	
epsA	remA	1	
epsJ	remA	1	
yflI	nagR	-1	
yflH	nagR	-1	
nagP	nagR	-1	
pycA	yofA	1	
yabP	sigD	1	
yqaR	sigD	1	
yviE	sigD	1	
divIC	sigD	1	
yxkH	sigD	1	
swrAA.1	sigD	1	
amyX	sigD	1	
ytlR	sigD	1	
ylqH	sigD	1	
csrA	sigD	1	
rnhB	sigD	1	
S1350	sigD	1	
yvbI	sigD	1	
yjcM	sigD	1	
yabM	sigD	1	
yoyG	sigD	1	
yabN	sigD	1	
cgeE	sigD	1	
yabR	sigD	1	
yabQ	sigD	1	
cgeD	sigD	1	
ylqG	sigD	1	
xkdA	sigD	1	
ywzH	sigD	1	
cgeC	sigD	1	
ytlP	sigD	1	
fliW	sigD	1	
yqaS	sigD	1	
ytlQ	sigD	1	
yvaQ	sigD	1	
minJ	sigD	1	
yabO	sigD	1	
ywzH	yvrHb	1	
acoL	fnr	1	
acoA	fnr	1	
acoC	fnr	1	
acoB	fnr	1	
ytnM	ascR	1	
tcyM	ascR	1	
tcyL	ascR	1	
tcyN	ascR	1	
tcyJ	ascR	1	
tcyK	ascR	1	
rapI	comA	1	
acpA	comA	1	
phrI	comA	1	
tagG	walR	1	
mreBH	walR	1	
ykzS	walR	1	
ydjN	walR	1	
wapA	walR	-1	
rsgI	walR	1	
tagH	walR	1	
ykpC	walR	1	
sigI	walR	1	
degS	tnrA	-1	
hom	tnrA	-1	
pycA	tnrA	-1	
yfiS	tnrA	1	
ftsW	tnrA	-1	
yfiR	tnrA	1	
thrC	tnrA	-1	
thrB	tnrA	-1	
yonT	SR6	0	
ylxP	nusA	-1	
ylxR	nusA	-1	
infB	nusA	-1	
ylxS	nusA	-1	
rbfA	nusA	-1	
nusA	nusA	-1	
ykzU	fadR	-1	
pksD	codY	1	
argF	codY	-1	
ytzK	codY	-1	
pksM	codY	1	
trmFO	codY	-1	
argB	codY	-1	
carB	codY	-1	
ybfJ	codY	-1	
tyrS	codY	-1	
nprE	codY	-1	
pksL	codY	1	
pksG	codY	1	
argJ	codY	-1	
pksR	codY	1	
pksH	codY	1	
vpr	codY	-1	
carA	codY	-1	
pksE	codY	1	
pksF	codY	1	
pksN	codY	1	
aprE	codY	-1	
yneN	codY	-1	
pksJ	codY	1	
pksC	codY	1	
argD	codY	-1	
argC	codY	-1	
acpK	codY	1	
pksI	codY	1	
mpr	codY	-1	
yuzH	spoIIID	-1	
murD	spoIIID	-1	
mraY	spoIIID	-1	
murE	spoIIID	-1	
cotB	spoIIID	1	
cotH	spoIIID	1	
yugU	spoIIID	-1	
ywrJ	spoIIID	1	
opuBA	opcR	-1	
opuCB	opcR	-1	
opuCD	opcR	-1	
opuBB	opcR	-1	
opuBC	opcR	-1	
opuBD	opcR	-1	
opuCA	opcR	-1	
opuCC	opcR	-1	
hom	thrR	-1	
thrC	thrR	-1	
thrB	thrR	-1	
ispE	purR	-1	
sigO	rsoA	1	
oxdC	rsoA	1	
yvrJ	rsoA	1	
rsoA	rsoA	1	
tilS	hprT	1	
ftsH	hprT	1	
hprT	hprT	1	
ydcG	pamR	-1	
ydcF	pamR	-1	
hutP	hutP	0	
lexA	rocR	-1	
yesY	rhgR	1	
yesZ	rhgR	1	
yesV	rhgR	1	
yesU	rhgR	1	
yesW	rhgR	1	
yesX	rhgR	1	
ywrA	chrS	-1	
ywrB	chrS	-1	
yneN	fsrA	-1	
tuaE	sigF	1	
cydC	sigF	1	
cydB	sigF	1	
ypzI	sigF	1	
ytzL	sigF	1	
tuaA	sigF	1	
ywzB	sigF	1	
comGE	sigF	1	
spoIIE	sigF	1	
tuaD	sigF	1	
ctsR	sigF	1	
comGA	sigF	1	
lplD	sigF	1	
comGF	sigF	1	
ymfJ	sigF	1	
comGC	sigF	1	
cydA	sigF	1	
tilS	sigF	1	
comGD	sigF	1	
citH	sigF	1	
tuaA.1	sigF	1	
comGB	sigF	1	
cydD	sigF	1	
gmk	sigF	1	
yrzO	sigF	1	
comGG	sigF	1	
yrzQ	sigF	1	
murAA	sigF	1	
tuaB	sigF	1	
yloC	sigF	1	
ytzC	sigF	1	
yabS	sigF	1	
yrzR	sigF	1	
ftsH	sigF	1	
yrdR	sigF	1	
hprT	sigF	1	
tuaC	sigF	1	
minD	sigV	1	
ydgB	sigV	1	
ytvB	sigV	1	
ycgQ	sigV	1	
mmgA	sigV	1	
mreB	sigV	1	
spoIIB	sigV	1	
bcrC	sigV	1	
mreD	sigV	1	
yuzH	sigV	1	
radC	sigV	1	
yqjL	sigV	1	
pbpX	sigV	1	
ddl	sigV	1	
cotP	sigV	1	
ycgR	sigV	1	
yrhH	sigV	1	
dltB	sigV	1	
yvaF	sigV	1	
yocL	sigV	1	
dltC	sigV	1	
yvaD	sigV	1	
yxjF	sigV	1	
yebC	sigV	1	
dltA	sigV	1	
minC	sigV	1	
mreC	sigV	1	
yvaE	sigV	1	
maf	sigV	1	
dltE	sigV	1	
yugU	sigV	1	
dltD	sigV	1	
scoB	sigV	1	
murF	sigV	1	
mmgB	sigV	1	
ytwF	sigV	1	
scoA	sigV	1	
abh	sigV	1	
ydgA	sigV	1	
ywzH	sigV	1	
mmgC	sigV	1	
nhaC	nhaX	1	
ydzS.1	aseR	-1	
ydzS	aseR	-1	
yqjY	lexA	-1	
yqkA	lexA	-1	
yqkB	lexA	-1	
rocR	lexA	-1	
yqjZ	lexA	-1	
yqkC	lexA	-1	
minJ	degU	1	
ptkA	degU	1	
swrAA.1	degU	1	
comFC	degU	1	
cheY	degU	0	
sigD	degU	0	
yukE	degU	1	
cheB	degU	-1	
yviE	degU	1	
yueD	degU	1	
fliY	degU	0	
fliI	degU	-1	
yukB	degU	1	
comFB	degU	1	
flhF	degU	-1	
cheA	degU	-1	
cheW	degU	-1	
fliK	degU	-1	
yukD	degU	1	
yueC	degU	1	
flhA	degU	-1	
fliR	degU	-1	
fliL	degU	-1	
fliP	degU	-1	
fliQ	degU	-1	
flgE	degU	-1	
cheD	degU	-1	
flhB	degU	-1	
csrA	degU	1	
ylxF	degU	-1	
comFA	degU	1	
cheC	degU	-1	
fliH	degU	-1	
fliF	degU	-1	
fliM	degU	-1	
flgD	degU	-1	
fliZ	degU	-1	
fliJ	degU	-1	
yvyF	degU	1	
flgC	degU	-1	
flgB	degU	-1	
fliG	degU	-1	
yueB	degU	1	
yloA	degU	-1	
yukC	degU	1	
fliW	degU	1	
fliE	degU	-1	
degS	degU	1	
yisL	sigH	1	
ydcS	immR	-1	
yddJ	immR	-1	
ydcP	immR	-1	
yddI	immR	-1	
ydzL	immR	-1	
yddA	immR	-1	
yddF	immR	-1	
S172	immR	-1	
ydcO	immR	-1	
ydcQ	immR	-1	
ydcT	immR	-1	
trpB	mtrB	0	
tyrA	mtrB	0	
pabA	mtrB	-1	
hisC	mtrB	0	
trpD	mtrB	0	
ycbK	mtrB	-1	
trpF	mtrB	0	
trpE	mtrB	0	
trpA	mtrB	0	
trpC	mtrB	0	
aroE	mtrB	0	
trpP	mtrB	-1	
qoxC	citB	0	
qoxB	citB	0	
qoxA	citB	0	
qoxD	citB	0	
gerE	citB	0	
ytzK	ccpA	-1	
yqxJ	ccpA	-1	
dprA	ccpA	-1	
rsbU	ccpA	-1	
yslB	ccpA	0	
yvmA	ccpA	-1	
topA	ccpA	-1	
tyrS	ccpA	-1	
degS	ccpA	1	
rapC	ccpA	-1	
phrF	ccpA	-1	
phrA	ccpA	-1	
rapA	ccpA	-1	
rsbT	ccpA	-1	
yesL	ccpA	-1	
whiA	ccpA	-1	
ctaB	ccpA	-1	
yvcN	ccpA	-1	
yesN	ccpA	-1	
rapG	ccpA	-1	
yvcJ	ccpA	-1	
ysfE	ccpA	-1	
rsbS	ccpA	-1	
crh	ccpA	-1	
yneN	ccpA	-1	
ycnI	abrB	-1	
pksM	abrB	-1	
ycbC	abrB	-1	
spoIIGA	abrB	-1	
sigE	abrB	-1	
ycnJ	abrB	-1	
ybdZ	abrB	-1	
pksL	abrB	-1	
pksG	abrB	-1	
yfmJ	abrB	-1	
pksR	abrB	-1	
pksH	abrB	-1	
pksF	abrB	-1	
pksN	abrB	-1	
pksE	abrB	-1	
ctaB	abrB	-1	
secE	abrB	-1	
pksJ	abrB	-1	
pksC	abrB	-1	
rpmGB	abrB	-1	
ywbE	abrB	-1	
yloA	abrB	-1	
acpK	abrB	-1	
pksI	abrB	-1	
ycbG	abrB	-1	
ycbD	abrB	-1	
yflD	abrB	-1	
yqcF	abrB	-1	
ybfQ	abrB	-1	
phrH	abrB	-1	
pksD	abrB	-1	
sipW	lutR	1	
tasA	lutR	1	
rplL	rplL	0	
rplJ	rplL	0	
yfhO	sigX	1	
ybfK	sigX	1	
ywzH	sigX	1	
yhdF	citR	-1	
ykkD	YkkC riboswitch	0	
ykkC	YkkC riboswitch	0	
S477	nsrR	-1	
ykuN	nsrR	-1	
nasC	nsrR	-1	
ykuP	nsrR	-1	
nasB	nsrR	-1	
ykuO	nsrR	-1	
ykoP	nsrR	-1	
hisA	ylxR	0	
frlO	ylxR	0	
hisF	ylxR	0	
hisZ	ylxR	0	
hisI	ylxR	0	
argF	ylxR	0	
proB	ylxR	0	
opuCB	ylxR	0	
opuCD	ylxR	0	
argB	ylxR	0	
carB	ylxR	0	
hisD	ylxR	0	
rpsNB	ylxR	0	
yhfH	ylxR	0	
proA	ylxR	0	
frlM	ylxR	0	
artQ	ylxR	0	
argG	ylxR	0	
argJ	ylxR	0	
hisB	ylxR	0	
frlD	ylxR	0	
carA	ylxR	0	
frlB	ylxR	0	
yurJ	ylxR	0	
opuCA	ylxR	0	
yoyE	ylxR	0	
opuCC	ylxR	0	
argH	ylxR	0	
yufS	ylxR	0	
frlN	ylxR	0	
hisG	ylxR	0	
artP	ylxR	0	
artR	ylxR	0	
argD	ylxR	0	
hisH	ylxR	0	
argC	ylxR	0	
comFC	scoC	-1	
yviE	scoC	-1	
comFB	scoC	-1	
csrA	scoC	-1	
comFA	scoC	-1	
braB	scoC	-1	
yvyF	scoC	-1	
fliW	scoC	-1	
catE	fur	-1	
ybdZ	fur	-1	
dctP	fur	0	
catD	fur	-1	
gltB	fur	0	
nasC	fur	-1	
nasB	fur	-1	
ywiE	fur	-1	
gltA	fur	0	
ykoP	fur	-1	
S477	fur	-1	
yfmB	fur	-1	
ybgB	gamR	-1	
yhdN	fapR	-1	
yneN	ccpC	-1	
ydfM	mntR	0	
yeaB	mntR	0	
yvrB	B12 riboswitch	0	
yvrC	B12 riboswitch	0	
yvqK	B12 riboswitch	0	
yvrA	B12 riboswitch	0	
epsO	EAR riboswitch	0	
epsH	EAR riboswitch	0	
epsM	EAR riboswitch	0	
epsA	EAR riboswitch	0	
epsJ	EAR riboswitch	0	
epsG	EAR riboswitch	0	
epsE	EAR riboswitch	0	
epsL	EAR riboswitch	0	
epsK	EAR riboswitch	0	
epsF	EAR riboswitch	0	
epsN	EAR riboswitch	0	
epsC	EAR riboswitch	0	
epsD	EAR riboswitch	0	
epsI	EAR riboswitch	0	
epsB	EAR riboswitch	0	
pyrG	RNA switch	0	
manP	RNA switch	0	
manA	RNA switch	0	
vmlR	RNA switch	0	
yjdF	RNA switch	0	
mraY	stringent response	-1	
ylaH	stringent response	-1	
divIB	stringent response	-1	
murD	stringent response	-1	
apt	stringent response	-1	
sbp	stringent response	-1	
murB	stringent response	-1	
ftsW	stringent response	1	
ylqC	stringent response	-1	
ypuI	stringent response	-1	
recN	stringent response	-1	
ctc	stringent response	-1	
yqxC	stringent response	-1	
rpmA	stringent response	-1	
ylxX	stringent response	-1	
ahrC	stringent response	-1	
S56	stringent response	-1	
spoVE	stringent response	-1	
murG	stringent response	-1	
ylxW	stringent response	-1	
ybzG	stringent response	-1	
ywzH	stringent response	-1	
proB	T-box	0	
serS	T-box	0	
pheT	T-box	0	
tyrS	T-box	0	
valS	T-box	0	
mrnC	T-box	0	
rtpA	T-box	0	
yrzB	T-box	0	
ilvC	T-box	0	
proI	T-box	0	
folC	T-box	0	
leuC	T-box	0	
ycbK	T-box	0	
pheS	T-box	0	
proA	T-box	0	
leuA	T-box	0	
thrS	T-box	0	
tyrZ	T-box	0	
cysE	T-box	0	
yrrK	T-box	0	
glyA	T-box	0	
yacP	T-box	0	
glyQ	T-box	0	
gltX	T-box	0	
ilvB	T-box	0	
yvbW	T-box	0	
cysS	T-box	0	
leuB	T-box	0	
aspS	T-box	0	
leuS	T-box	0	
hisS	T-box	0	
glyS	T-box	0	
ywhA	T-box	0	
yrzL	T-box	0	
thrZ	T-box	0	
ilvH	T-box	0	
leuD	T-box	0	
ileS	T-box	0	
alaS	T-box	0	
yybP	yybP-ykoY motif	0	
ykoY	yybP-ykoY motif	0	
