Name,Locus_tag,StartV3,EndV3,Strand,classif
atpH,atpH,BSU36840,3785403,3785948,-1,-
atpF,atpF,BSU36850,3785945,3786457,-1,-
S1425,S1425,new_3786458_3786619_c,3786458,3786619,-1,intra
atpE,atpE,BSU36860,3786620,3786832,-1,-
atpB,atpB,BSU36870,3786878,3787612,-1,-
atpI,atpI,BSU36880,3787620,3788003,-1,-
S1426,S1426,new_3788004_3788274_c,3788004,3788274,-1,5'
S1427,S1427,new_3788276_3788397_c,3788276,3788397,-1,inter
upp,upp,BSU36890,3788426,3789055,-1,-
glyA,glyA,BSU36900,3789190,3790437,-1,-
S1428,S1428,new_3790498_3790582_c,3790498,3790582,-1,inter
ywlG,ywlG,BSU36910,3790644,3791186,-1,-
ywlF,ywlF,BSU36920,3791199,3791648,-1,-
S1429,S1429,new_3791649_3791748_c,3791649,3791748,-1,5'
ywlE,ywlE,BSU36930,3791805,3792257,-1,-
ywlD,ywlD,BSU36940,3792333,3792890,-1,-
ywlC,ywlC,BSU36950,3792969,3794009,-1,-
S1430,S1430,new_3794010_3794074_c,3794010,3794074,-1,5'
S1431,S1431,new_3794076_3794165_c,3794076,3794165,-1,inter
ywlB,ywlB,BSU36960,3794166,3794609,-1,-
spoIIR,spoIIR,BSU36970,3794676,3795350,-1,-
ywlA,ywlA,BSU36980,3795491,3795853,1,-
ywkF,ywkF,BSU36990,3795870,3796157,-1,-
S1432,S1432,new_3796158_3796216_c,3796158,3796216,-1,5'
prmC,prmC,BSU37000,3796217,3797083,-1,-
prfA,prfA,BSU37010,3797085,3798155,-1,-
S1433,S1433,new_3798209_3798320_c,3798209,3798320,-1,5'
ywkD,ywkD,BSU37020,3798281,3798667,1,-
racA,racA,BSU37030,3798789,3799343,1,-
ywkB,ywkB,BSU37040,3799377,3800336,-1,-
maeA,maeA,BSU37050,3800418,3802166,-1,-
S1434,S1434,new_3802167_3802257_c,3802167,3802257,-1,5'
tdk,tdk,BSU37060,3802405,3802992,-1,-
rpmEA,rpmEA,BSU37070,3803081,3803281,-1,-
S1435,S1435,new_3803282_3803359_c,3803282,3803359,-1,5'
rho,rho,BSU37080,3803400,3804683,-1,-
S1436,S1436,new_3804684_3804986_c,3804684,3804986,-1,5'
ywjI,ywjI,BSU37090,3805090,3806055,-1,-
murAB,murAB,BSU37100,3806086,3807375,-1,-
S1437,S1437,new_3807376_3807735_c,3807376,3807735,-1,inter
ywjH,ywjH,BSU37110,3807754,3808392,-1,-
S1438,S1438,new_3808393_3808511_c,3808393,3808511,-1,intra
fbaA,fbaA,BSU37120,3808512,3809369,-1,-
S1439,S1439,new_3809370_3809496_c,3809370,3809496,-1,5'
spo0F,spo0F,BSU37130,3809550,3809924,-1,-
S1440,S1440,new_3809980_3810619_c,3809980,3810619,-1,5'
ywjG,ywjG,BSU37140,3810090,3810611,1,-
pyrG,pyrG,BSU37150,3810693,3812300,-1,-
S1441,S1441,new_3812301_3812488_c,3812301,3812488,-1,5'
rpoE,rpoE,BSU37160,3812542,3813063,-1,-
S1442,S1442,new_3813064_3813166_c,3813064,3813166,-1,5'
S1443,S1443,new_3813168_3813245_c,3813168,3813245,-1,inter
acdA,acdA,BSU37170,3813246,3814385,-1,-
fadF,fadF,BSU37180,3814382,3816499,-1,-
S1444,S1444,new_3816500_3816558_c,3816500,3816558,-1,5'
clsB,clsB,BSU37190,3816654,3817850,1,-
S1445,S1445,new_3816846_3817724_c,3816846,3817724,-1,indep-Ext
ywjD,ywjD,BSU37200,3817863,3818825,1,-
ywjC,ywjC,BSU37210,3818906,3819178,1,-
S1446,S1446,new_3819213_3819619,3819213,3819619,1,3'PT
ywjB,ywjB,BSU37220,3819220,3819744,-1,-
ywjA,ywjA,BSU37230,3819754,3821481,-1,-
ywiE,ywiE,BSU37240,3821570,3823072,-1,-
S1447,S1447,new_3823159_3823531_c,3823159,3823531,-1,3'UTR
narI,narI,BSU37250,3823558,3824229,-1,-
narJ,narJ,BSU37260,3824226,3824780,-1,-
narH,narH,BSU37270,3824806,3826269,-1,-
narG,narG,BSU37280,3826259,3829945,-1,-
S1448,S1448,new_3830002_3830131_c,3830002,3830131,-1,inter
arfM,arfM,BSU37290,3830141,3830617,-1,-
ywiC,ywiC,BSU37300,3830761,3831480,1,-
fnr,fnr,BSU37310,3831512,3832228,-1,-
narK,narK,BSU37320,3832327,3833514,-1,-
argS,argS,BSU37330,3833650,3835320,-1,-
ywiB,ywiB,BSU37340,3835317,3835745,-1,-
sboA,sboA,BSU37350,3836058,3836189,1,-
sboX,sboX,BSU37360,3836146,3836298,1,-
albA,albA,BSU37370,3836323,3837669,1,-
albB,albB,BSU37380,3837682,3837843,1,-
albC,albC,BSU37390,3837840,3838559,1,-
albD,albD,BSU37400,3838552,3839862,1,-
albE,albE,BSU37410,3839852,3841012,1,-
albF,albF,BSU37420,3841017,3842297,1,-
albG,albG,BSU37430,3842294,3842995,1,-
S1449,S1449,new_3842651_3843000_c,3842651,3843000,-1,3'UTR
S1450,S1450,new_3842996_3845478,3842996,3845478,1,3'Ext
ywhL,ywhL,BSU37440,3843001,3844377,-1,-
ywhK,ywhK,BSU37450,3844416,3845771,-1,-
rapF,rapF,BSU37460,3846001,3847146,1,-
phrF,phrF,BSU37470,3847130,3847249,1,-
S1451,S1451,new_3847279_3847347,3847279,3847347,1,inter
ywhH,ywhH,BSU37480,3847348,3847821,1,-
speB,speB,BSU37490,3847853,3848725,-1,-
speE,speE,BSU37500,3848786,3849616,-1,-
S1452,S1452,new_3849617_3849712_c,3849617,3849712,-1,5'
pbpG,pbpG,BSU37510,3849818,3851893,1,-
S1453,S1453,new_3852070_3852185_c,3852070,3852185,-1,3'UTR
ywhD,ywhD,BSU37520,3852186,3852704,-1,-
ywhC,ywhC,BSU37530,3852718,3853377,-1,-
S1454,S1454,new_3853433_3853716_c,3853433,3853716,-1,inter
ywhB,ywhB,BSU37540,3853486,3853674,1,-
ywhA,ywhA,BSU37550,3853717,3854136,-1,-
thrZ,thrZ,BSU37560,3854256,3856172,-1,-
S1455,S1455,new_3856732_3856994_c,3856732,3856994,-1,indep
mmr,mmr,BSU37570,3857017,3858417,-1,-
ywgB,ywgB,BSU37580,3858417,3858887,-1,-
ywgA,ywgA,BSU37590,3858999,3859499,-1,-
ywfO,ywfO,BSU37600,3859535,3860836,-1,-
S1456,S1456,new_3860876_3860997_c,3860876,3860997,-1,inter
ywzC,ywzC,BSU37610,3860998,3861222,-1,-
S1457,S1457,new_3861223_3861307_c,3861223,3861307,-1,5'
rsfA,rsfA,BSU37620,3861437,3862213,1,-
S1458,S1458,new_3862327_3866553,3862327,3866553,1,5'
ywfM,ywfM,BSU37630,3862357,3863247,-1,-
ywfL,ywfL,BSU37640,3863415,3864260,-1,-
cysL,cysL,BSU37650,3864309,3865208,-1,-
pta,pta,BSU37660,3865355,3866326,-1,-
ywfI,ywfI,BSU37670,3866596,3867360,1,-
ywfH,ywfH,BSU37680,3867493,3868272,1,-
bacF,bacF,BSU37690,3868287,3869486,-1,-
bacE,bacE,BSU37700,3869487,3870671,-1,-
bacD,bacD,BSU37710,3870668,3872086,-1,-
bacC,bacC,BSU37720,3872105,3872872,-1,-
bacB,bacB,BSU37730,3872869,3873576,-1,-
bacA,bacA,BSU37740,3873566,3874180,-1,-
S1459,S1459,new_3873771_3874382,3873771,3874382,1,indep-Ext
ywfA,ywfA,BSU37750,3874332,3875570,-1,-
rocC,rocC,BSU37760,3875780,3877192,-1,-
rocB,rocB,BSU37770,3877192,3878892,-1,-
rocA,rocA,BSU37780,3878966,3880513,-1,-
S1460,S1460,new_3880559_3880739_c,3880559,3880739,-1,inter
rocG,rocG,BSU37790,3880740,3882014,-1,-
S1461,S1461,new_3882015_3882097_c,3882015,3882097,-1,5'
yweA,yweA,BSU37800,3882191,3882655,-1,-
S1462,S1462,new_3882656_3882766_c,3882656,3882766,-1,5'
spsL,spsL,BSU37810,3882979,3883434,-1,-
spsK,spsK,BSU37820,3883427,3884278,-1,-
spsJ,spsJ,BSU37830,3884292,3885239,-1,-
spsI,spsI,BSU37840,3885239,3885979,-1,-
spsG,spsG,BSU37850,3886004,3887023,-1,-
spsF,spsF,BSU37860,3887026,3887748,-1,-
spsE,spsE,BSU37870,3887741,3888862,-1,-
spsD,spsD,BSU37880,3888862,3889731,-1,-
spsC,spsC,BSU37890,3889732,3890901,-1,-
spsB,spsB,BSU37900,3890922,3892346,-1,-
spsA,spsA,BSU37910,3892351,3893121,-1,-
S1463,S1463,new_3893312_3893440,3893312,3893440,1,5'
ywdL,ywdL,BSU37920,3893441,3893986,1,-
ywdK,ywdK,BSU37930,3894030,3894401,-1,-
ywdJ,ywdJ,BSU37940,3894463,3895785,-1,-
ywdI,ywdI,BSU37950,3895805,3896161,-1,-
ywdH,ywdH,BSU37960,3896290,3897660,1,-
ung,ung,BSU37970,3897685,3898362,-1,-
ywdF,ywdF,BSU37980,3898376,3899182,-1,-
ywdE,ywdE,BSU37990,3899272,3899805,-1,-
ywdD,ywdD,BSU38000,3899853,3900488,-1,-
ywzG,ywzG,BSU38018,3900481,3900819,-1,-
pdxK,pdxK,BSU38020,3900963,3901778,1,-
ywdA,ywdA,BSU38030,3901868,3902116,-1,-
S1464,S1464,new_3902136_3902209_c,3902136,3902209,-1,inter
sacA,sacA,BSU38040,3902210,3903649,-1,-
sacP,sacP,BSU38050,3903646,3905031,-1,-
S1465,S1465,new_3905066_3905130_c,3905066,3905130,-1,5'
ywcJ,ywcJ,BSU38060,3905333,3906103,1,-
S1466,S1466,new_3906104_3907171,3906104,3907171,1,3'Ext
sacT,sacT,BSU38070,3906142,3906972,-1,-
ywcI,ywcI,BSU38080,3907012,3907314,-1,-
S1467,S1467,new_3907315_3907453_c,3907315,3907453,-1,5'
vpr,vpr,BSU38090,3907844,3910264,1,-
ywcH,ywcH,BSU38100,3910302,3911303,-1,-
S1468,S1468,new_3911304_3911465_c,3911304,3911465,-1,inter
nfrA,nfrA,BSU38110,3911477,3912226,-1,-
rodA,rodA,BSU38120,3912332,3913513,-1,-
S1469,S1469,new_3913514_3913645_c,3913514,3913645,-1,5'
S1470,S1470,new_3913898_3914008,3913898,3914008,1,5'
ywcE,ywcE,BSU38130,3914009,3914272,1,-
qoxD,qoxD,BSU38140,3914315,3914689,-1,-
qoxC,qoxC,BSU38150,3914691,3915305,-1,-
qoxB,qoxB,BSU38160,3915319,3917268,-1,-
qoxA,qoxA,BSU38170,3917296,3918261,-1,-
S1471,S1471,new_3918262_3918330_c,3918262,3918330,-1,5'
S1472,S1472,new_3918332_3918517_c,3918332,3918517,-1,5'
S1473,S1473,new_3918519_3918628_c,3918519,3918628,-1,5'
ywzA,ywzA,BSU38180,3918777,3919022,1,-
galT,galT,BSU38190,3919093,3920634,-1,-
galK,galK,BSU38200,3920638,3921810,-1,-
ywcD,ywcD,BSU38210,3921891,3922274,-1,-
ywcC,ywcC,BSU38220,3922292,3922963,-1,-
S1474,S1474,new_3923131_3923318,3923131,3923318,1,5'
slrA,slrA,BSU38229,3923319,3923477,1,-
S1475,S1475,new_3923478_3923862,3923478,3923862,1,inter
ywcB,ywcB,BSU38230,3923920,3924228,1,-
ywcA,ywcA,BSU38240,3924225,3925766,1,-
ywbO,ywbO,BSU38250,3925797,3926399,-1,-
S1476,S1476,new_3926400_3926681_c,3926400,3926681,-1,inter
efeN,efeN,BSU38260,3926682,3927932,-1,-
efeM,efeM,BSU38270,3927951,3929108,-1,-
efeU,efeU,BSU38280,3929105,3930550,-1,-
thiE,thiE,BSU38290,3930707,3931375,-1,-
thiM,thiM,BSU38300,3931372,3932190,-1,-
ywbI,ywbI,BSU38310,3932198,3933103,-1,-
cidA,cidA,BSU38320,3933209,3933595,1,-
lrgB.1,lrgB,BSU38330,3933577,3934254,1,-
ywbF,ywbF,BSU38340,3934358,3935557,1,-
ywbE,ywbE,BSU38350,3935591,3935788,1,-
ywbD,ywbD,BSU38360,3935824,3937014,-1,-
ywbC,ywbC,BSU38370,3937135,3937515,1,-
ywbB,ywbB,BSU38380,3937553,3938230,-1,-
ywbA,ywbA,BSU38390,3938307,3939641,-1,-
epr,epr,BSU38400,3939869,3941806,1,-
sacX,sacX,BSU38410,3942234,3943613,1,-
S1477,S1477,new_3943322_3944525_c,3943322,3944525,-1,3'PT
sacY,sacY,BSU38420,3943667,3944509,1,-
gspA,gspA,BSU38430,3944560,3945420,-1,-
ywaF,ywaF,BSU38440,3945530,3946243,-1,-
ywaE,ywaE,BSU38450,3946394,3946909,1,-
X.46,NA,BSU_misc_RNA_59,3946910,3947116,1,-
tyrZ,tyrZ,BSU38460,3947158,3948399,1,-
ywaD,ywaD,BSU38470,3948555,3949922,1,-
ywaC,ywaC,BSU38480,3949952,3950584,-1,-
menA,menA,BSU38490,3950726,3951661,-1,-
S1478,S1478,new_3951662_3951749_c,3951662,3951749,-1,5'
S1479,S1479,new_3951938_3952042,3951938,3952042,1,5'
ywzH,ywzH,BSU38499,3952108,3952257,1,-
dltA,dltA,BSU38500,3952275,3953786,1,-
dltB,dltB,BSU38510,3953783,3954970,1,-
dltC,dltC,BSU38520,3954987,3955223,1,-
dltD,dltD,BSU38530,3955223,3956401,1,-
S1480,S1480,new_3956402_3956491,3956402,3956491,1,intra
dltE,dltE,BSU38540,3956492,3957250,1,-
S1481,S1481,new_3957252_3958479_c,3957252,3958479,-1,3'PT
ilvK,ilvK,BSU38550,3957391,3958482,1,-
licH,licH,BSU38560,3958516,3959844,-1,-
licA,licA,BSU38570,3959841,3960173,-1,-
licC,licC,BSU38580,3960192,3961550,-1,-
licB,licB,BSU38590,3961566,3961874,-1,-
licR,licR,BSU38600,3962003,3963928,-1,-
yxzF,yxzF,BSU38610,3964091,3964249,-1,-
aag,aag,BSU38620,3964278,3964868,-1,-
katX,katX,BSU38630,3964997,3966640,1,-
S1482,S1482,new_3965134_3966683_c,3965134,3966683,-1,3'PT
S1483,S1483,new_3966685_3966776_c,3966685,3966776,-1,3'PT
yxlH,yxlH,BSU38640,3966745,3967947,1,-
S1484,S1484,new_3966778_3967943_c,3966778,3967943,-1,3'UTR
yxlG,yxlG,BSU38650,3967944,3968720,-1,-
yxlF,yxlF,BSU38660,3968717,3969604,-1,-
yxlE,yxlE,BSU38670,3969611,3969799,-1,-
yxlD,yxlD,BSU38680,3969796,3970002,-1,-
yxlC,yxlC,BSU38690,3969999,3970319,-1,-
sigY,sigY,BSU38700,3970312,3970848,-1,-
yxlA,yxlA,BSU38710,3971060,3972433,1,-
S1485,S1485,new_3971340_3971882_c,3971340,3971882,-1,indep-Ext
yxkO,yxkO,BSU38720,3972448,3973278,-1,-
cydD,cydD,BSU38730,3973364,3975091,-1,-
cydC,cydC,BSU38740,3975088,3976791,-1,-
cydB,cydB,BSU38750,3976791,3977807,-1,-
cydA,cydA,BSU38760,3977791,3979197,-1,-
S1486,S1486,new_3979198_3979406_c,3979198,3979406,-1,5'
S1487,S1487,new_3979408_3979516_c,3979408,3979516,-1,5'
cimH,cimH,BSU38770,3979753,3981105,1,-
S1488,S1488,new_3980704_3983186_c,3980704,3983186,-1,3'Ext
yxkI,yxkI,BSU38780,3981227,3982915,1,-
yxzE,yxzE,BSU38790,3982973,3983173,1,-
S1489,S1489,new_3983174_3984118,3983174,3984118,1,3'UTR
yxkH,yxkH,BSU38800,3983187,3984026,-1,-
msmX,msmX,BSU38810,3984133,3985230,-1,-
S1490,S1490,new_3985282_3985350_c,3985282,3985350,-1,inter
yxkF,yxkF,BSU38820,3985351,3986244,-1,-
aldY,aldY,BSU38830,3986428,3987885,1,-
yxkD,yxkD,BSU38840,3987927,3988763,-1,-
X.47,NA,BSU_misc_RNA_60,3988840,3988942,-1,-
S1491,S1491,new_3988981_3989722_c,3988981,3989722,-1,5'
S1492,S1492,new_3989098_3989183,3989098,3989183,1,5'
yxkC,yxkC,BSU38850,3989232,3989873,1,-
S1493,S1493,new_3989908_3990230,3989908,3990230,1,3'PT
galE,galE,BSU38860,3989948,3990967,-1,-
yxkA,yxkA,BSU38870,3991082,3991588,-1,-
yxjO,yxjO,BSU38880,3991718,3992593,1,-
S1494,S1494,new_3991968_3992056_c,3991968,3992056,-1,indep
yxjN,yxjN,BSU38890,3992671,3993144,1,-
yxjM,yxjM,BSU38900,3993162,3994382,1,-
yxjL,yxjL,BSU38910,3994369,3995025,1,-
pepT,pepT,BSU38920,3995075,3996307,1,-
S1495,S1495,new_3996377_3996599,3996377,3996599,1,indep
S1496,S1496,new_3996629_3996729,3996629,3996729,1,5'
S1497,S1497,new_3996731_3996828,3996731,3996828,1,5'
yxjJ,yxjJ,BSU38930,3996829,3997092,1,-
yxjI,yxjI,BSU38940,3997221,3997709,1,-
yxjH,yxjH,BSU38950,3997964,3999097,1,-
S1498,S1498,new_3998237_3998480_c,3998237,3998480,-1,indep-Ext
S1499,S1499,new_3999273_3999349,3999273,3999349,1,inter
yxjG,yxjG,BSU38960,3999350,4000486,1,-
yxjF,yxjF,BSU38970,4000539,4001312,-1,-
scoB,scoB,BSU38980,4001329,4001979,-1,-
scoA,scoA,BSU38990,4001976,4002692,-1,-
yxjC,yxjC,BSU39000,4002716,4004134,-1,-
S1500,S1500,new_4004135_4004219_c,4004135,4004219,-1,5'
yxjB,yxjB,BSU39010,4004288,4005136,-1,-
S1501,S1501,new_4005137_4005322_c,4005137,4005322,-1,5'
S1502,S1502,new_4005324_4006049_c,4005324,4006049,-1,5'
X.48,NA,BSU_misc_RNA_63,4005523,4005625,1,-
S1503,S1503,new_4005626_4005729,4005626,4005729,1,inter
yxjA,yxjA,BSU39020,4005752,4006945,1,-
yxiT,yxiT,BSU39029,4006987,4007415,-1,-
yxiT.1,yxiT,BSU39030,4007416,4007658,-1,-
S1504,S1504,new_4007659_4007722_c,4007659,4007722,-1,5'
yxiS,yxiS,BSU39040,4007803,4008093,-1,-
katE,katE,BSU39050,4008143,4010203,-1,-
S1505,S1505,new_4010329_4010403,4010329,4010403,1,5'
citH,citH,BSU39060,4010404,4011684,1,-
S1506,S1506,new_4011685_4011824,4011685,4011824,1,3'UTR
bglS,bglS,BSU39070,4011842,4012570,-1,-
S1507,S1507,new_4012758_4012865_c,4012758,4012865,-1,3'UTR
licT,licT,BSU39080,4012866,4013699,-1,-
yxiP,yxiP,BSU39090,4013795,4014475,-1,-
yxiO,yxiO,BSU39100,4014682,4015968,1,-
deaD,deaD,BSU39110,4015987,4017426,-1,-
yxiM,yxiM,BSU39120,4017508,4018656,-1,-
S1508,S1508,new_4018701_4018785_c,4018701,4018785,-1,inter
yxzI,yxzI,BSU39129,4018786,4018974,-1,-
yxzJ,yxzJ,BSU39139,4019005,4019136,-1,-
yxiK,yxiK,BSU39140,4019148,4019609,-1,-
yxiJ,yxiJ,BSU39150,4019625,4019921,-1,-
yxiI,yxiI,BSU39160,4019949,4020437,-1,-
yxzG,yxzG,BSU39170,4020455,4020907,-1,-
S1509,S1509,new_4020908_4020976_c,4020908,4020976,-1,intra
yxiH,yxiH,BSU39180,4020977,4021306,-1,-
S1510,S1510,new_4021307_4021428_c,4021307,4021428,-1,intra
yxiG,yxiG,BSU39190,4021429,4021845,-1,-
yxzC,yxzC,BSU39200,4021896,4022264,-1,-
yxiF,yxiF,BSU39210,4022258,4022728,-1,-
S1511,S1511,new_4022729_4023053_c,4022729,4023053,-1,intra
yxxG,yxxG,BSU39220,4023054,4023482,-1,-
wapA,wapA,BSU39230,4023544,4030548,-1,-
yxxF,yxxF,BSU39240,4030710,4031645,-1,-
S1512,S1512,new_4031646_4031766_c,4031646,4031766,-1,inter
yxiE,yxiE,BSU39250,4031797,4032243,-1,-
bglH,bglH,BSU39260,4032346,4033755,-1,-
bglP,bglP,BSU39270,4033778,4035607,-1,-
S1513,S1513,new_4035641_4035833_c,4035641,4035833,-1,5'
S1514,S1514,new_4035835_4035968_c,4035835,4035968,-1,inter
yxxE,yxxE,BSU39280,4035990,4036298,-1,-
yxxD,yxxD,BSU39290,4036344,4036787,-1,-
yxiD,yxiD,BSU39300,4036784,4038493,-1,-
yxiC,yxiC,BSU39310,4038513,4038782,-1,-
yxiB,yxiB,BSU39320,4038794,4039159,-1,-
S1515,S1515,new_4039160_4039225_c,4039160,4039225,-1,5'
abnB,abnB,BSU39330,4039466,4040875,-1,-
S1516,S1516,new_4040876_4040985_c,4040876,4040985,-1,5'
yxzL,yxzL,BSU39339,4041009,4041173,-1,-
hutP,hutP,BSU39340,4041483,4041938,1,-
hutH,hutH,BSU39350,4042051,4043577,1,-
hutU,hutU,BSU39360,4043574,4045232,1,-
hutI,hutI,BSU39370,4045245,4046510,1,-
hutG,hutG,BSU39380,4046503,4047462,1,-
S1517,S1517,new_4047463_4047537,4047463,4047537,1,intra
hutM,hutM,BSU39390,4047538,4048965,1,-
pdp,pdp,BSU39400,4049009,4050310,-1,-
nupC,nupC,BSU39410,4050340,4051521,-1,-
S1518,S1518,new_4051522_4051601_c,4051522,4051601,-1,intra
deoC,deoC,BSU39420,4051602,4052273,-1,-
deoR,deoR,BSU39430,4052379,4053320,-1,-
S1519,S1519,new_4053373_4053453_c,4053373,4053453,-1,inter
yxxB,yxxB,BSU39440,4053454,4054281,-1,-
yxeR,yxeR,BSU39450,4054354,4055466,-1,-
yxeQ,yxeQ,BSU39460,4055536,4056873,-1,-
yxeP,yxeP,BSU39470,4056870,4058012,-1,-
yxeO,yxeO,BSU39480,4058029,4058778,-1,-
yxeN,yxeN,BSU39490,4058791,4059465,-1,-
yxeM,yxeM,BSU39500,4059488,4060282,-1,-
yxeL,yxeL,BSU39510,4060307,4060804,-1,-
yxeK,yxeK,BSU39520,4060818,4062143,-1,-
yxeJ,yxeJ,BSU39530,4062329,4062556,-1,-
yxeI,yxeI,BSU39540,4062543,4063529,-1,-
S1520,S1520,new_4062713_4063346,4062713,4063346,1,indep-Ext
yxeH,yxeH,BSU39550,4063684,4064496,-1,-
yxeG,yxeG,BSU39560,4064536,4065093,-1,-
yxeF,yxeF,BSU39570,4065074,4065508,-1,-
S1521,S1521,new_4065569_4065980_c,4065569,4065980,-1,5'
yxeE,yxeE,BSU39580,4065597,4065962,1,-
S1522,S1522,new_4065982_4066068_c,4065982,4066068,-1,5'
yxeD,yxeD,BSU39590,4066210,4066563,1,-
yxeC,yxeC,BSU39600,4066607,4067005,-1,-
yxeB,yxeB,BSU39610,4067183,4068148,1,-
S1523,S1523,new_4068171_4068967,4068171,4068967,1,3'PT
yxeA,yxeA,BSU39620,4068189,4068536,-1,-
yxdM,yxdM,BSU39630,4068550,4070418,-1,-
yxdL,yxdL,BSU39640,4070393,4071166,-1,-
yxdK,yxdK,BSU39650,4071310,4072287,-1,-
yxdJ,yxdJ,BSU39660,4072284,4072973,-1,-
iolJ,iolJ,BSU39670,4073081,4073953,-1,-
iolI,iolI,BSU39680,4073974,4074810,-1,-
S1524,S1524,new_4074811_4074895_c,4074811,4074895,-1,intra
iolH,iolH,BSU39690,4074896,4075765,-1,-
iolG,iolG,BSU39700,4075785,4076819,-1,-
iolF,iolF,BSU39710,4076842,4078158,-1,-
iolE,iolE,BSU39720,4078173,4079066,-1,-
iolD,iolD,BSU39730,4079083,4080996,-1,-
iolC,iolC,BSU39740,4081029,4082006,-1,-
iolB,iolB,BSU39750,4082030,4082845,-1,-
S1525,S1525,new_4082846_4082919_c,4082846,4082919,-1,intra
mmsA,mmsA,BSU39760,4082920,4084383,-1,-
S1526,S1526,new_4084384_4084588_c,4084384,4084588,-1,5'
S1527,S1527,new_4084424_4084730,4084424,4084730,1,5'
S1528,S1528,new_4084590_4084742_c,4084590,4084742,-1,5'
iolR,iolR,BSU39770,4084799,4085554,1,-
iolS,iolS,BSU39780,4085608,4086540,1,-
S1529,S1529,new_4086646_4086801,4086646,4086801,1,5'
yxcE,yxcE,BSU39790,4086802,4087452,1,-
yxcD,yxcD,BSU39800,4087456,4087764,1,-
csbC,csbC,BSU39810,4088002,4089387,1,-
S1530,S1530,new_4089418_4089968,4089418,4089968,1,3'PT
htpG,htpG,BSU39820,4089429,4091309,-1,-
S1531,S1531,new_4091310_4091407_c,4091310,4091407,-1,5'
yxcA,yxcA,BSU39830,4091477,4091728,-1,-
yxbG,yxbG,BSU39840,4091845,4092666,1,-
yxbF,yxbF,BSU39850,4092695,4093837,-1,-
S1532,S1532,new_4093838_4093937_c,4093838,4093937,-1,5'
aldX,aldX,BSU39860,4093980,4095317,1,-
S1533,S1533,new_4094722_4095322_c,4094722,4095322,-1,3'PT
yxbD,yxbD,BSU39870,4095356,4095835,-1,-
yxbC,yxbC,BSU39880,4095915,4096907,-1,-
S1534,S1534,new_4096991_4097415,4096991,4097415,1,indep
yxbB,yxbB,BSU39890,4097416,4098150,1,-
aslA,aslA,BSU39900,4098150,4098419,1,-
yxnB,yxnB,BSU39910,4098423,4098905,1,-
asnH,asnH,BSU39920,4098926,4101169,1,-
yxaM,yxaM,BSU39930,4101166,4102365,1,-
yxaL,yxaL,BSU39940,4102429,4103661,-1,-
yxaJ,yxaJ,BSU39950,4103762,4104187,-1,-
yxaI,yxaI,BSU39960,4104444,4104899,1,-
S1535,S1535,new_4104900_4105513,4104900,4105513,1,3'PT
yxaH,yxaH,BSU39970,4104929,4106137,-1,-
S1536,S1536,new_4106138_4106244_c,4106138,4106244,-1,intra
qodI,qodI,BSU39980,4106245,4107258,-1,-
S1537,S1537,new_4107259_4107332_c,4107259,4107332,-1,5'
yxaF,yxaF,BSU39990,4107352,4107927,-1,-
yxnA,yxnA,BSU40000,4108058,4109128,1,-
yxaD,yxaD,BSU40010,4109185,4109616,-1,-
S1538,S1538,new_4109676_4109842,4109676,4109842,1,5'
yxzK,yxzK,BSU40021,4109843,4110247,1,-
S1539,S1539,new_4109864_4110916_c,4109864,4110916,-1,3'PT
yxaC,yxaC,BSU40022,4110217,4110909,1,-
yxaB,yxaB,BSU40030,4110949,4111980,-1,-
glxK,glxK,BSU40040,4112073,4113221,-1,-
gntR,gntR,BSU40050,4113417,4114148,1,-
gntK,gntK,BSU40060,4114141,4115682,1,-
gntP,gntP,BSU40070,4115711,4117057,1,-
gntZ,gntZ,BSU40080,4117080,4118486,1,-
S1540,S1540,new_4118585_4118876,4118585,4118876,1,5'
ahpC,ahpC,BSU40090,4118950,4119513,1,-
ahpF,ahpF,BSU40100,4119527,4121056,1,-
S1541,S1541,new_4121082_4121165_c,4121082,4121165,-1,3'UTR
bglA,bglA,BSU40110,4121166,4122605,-1,-
yyzE,yyzE,BSU40120,4122619,4122849,-1,-
S1542,S1542,new_4122850_4123061_c,4122850,4123061,-1,5'
yydK,yydK,BSU40130,4123193,4123903,1,-
yyzN,yyzN,BSU40139,4123931,4124089,1,-
yydJ,yydJ,BSU40140,4124220,4124942,-1,-
yydI,yydI,BSU40150,4124963,4125592,-1,-
S1543,S1543,new_4125593_4125741_c,4125593,4125741,-1,intra
yydH,yydH,BSU40160,4125742,4126500,-1,-
yydG,yydG,BSU40170,4126481,4127440,-1,-
yydF,yydF,BSU40180,4127498,4127647,-1,-
fbp,fbp,BSU40190,4128029,4130044,1,-
S1544,S1544,new_4130045_4131409,4130045,4131409,1,3'Ext
S1545,S1545,new_4130257_4130577_c,4130257,4130577,-1,3'PT
yydD,yydD,BSU40200,4130578,4132338,-1,-
yydC,yydC,BSU40210,4132338,4132736,-1,-
yydB,yydB,BSU40220,4132729,4134174,-1,-
S1546,S1546,new_4133453_4134502,4133453,4134502,1,indep-Ext
S1547,S1547,new_4134175_4134435_c,4134175,4134435,-1,intra
yydA,yydA,BSU40230,4134436,4134915,-1,-
S1548,S1548,new_4134916_4134995_c,4134916,4134995,-1,intra
yyzF,yyzF,BSU40239,4134996,4135166,-1,-
yycS,yycS,BSU40240,4135351,4135764,1,-
