source	target	sign	mechanism
ldh	Menaquinone	1	
ldh	acetate	1	
ldh	Oxygen	-1	
yrbD	Glutamine	-1	
yxnB	GTP	1	
yxnB	isoleucine	1	
yxnB	valine	1	
uxaB	Galacturonate	-1	
uxaB	"D-fructose-1,6-bisphosphate"	1	
uxaB	Glucose-6-Phosphate	1	
yodE	Methylglyoxal::stress	-1	
ywcH	Thiol_specific_oxidative_stress::stress	1	
ykuJ	Citrate	-1	
ykuJ	"D-fructose-1,6-bisphosphate"	1	
ykuJ	Glucose-6-Phosphate	1	
ktrB	ATP	1	
bofC	"D-fructose-1,6-bisphosphate"	1	
bofC	Glucose-6-Phosphate	1	
yuiA	GTP	1	
yuiA	isoleucine	1	
yuiA	valine	1	
yuiA	Glutamine	-1	
pucM	Glutamine	-1	
pucM	Allantoin	1	
pucM	Urate	1	
pucM	Allantoate	1	
fumC	"D-fructose-1,6-bisphosphate"	1	
fumC	Glucose-6-Phosphate	1	
fliQ	GTP	1	
fliQ	isoleucine	1	
fliQ	valine	1	
recA	DNA_Damage	1	
albE	Menaquinone	1	
cysI	unk	-1	
cysI	Flavonoids::stress	-1	
lplA	"D-fructose-1,6-bisphosphate"	1	
lplA	Glucose-6-Phosphate	1	
ntdB	3-3-neotrehalosadiamine	1	
yetG	Iron	1	
bcd	GTP	1	
bcd	isoleucine	1	
bcd	valine	1	
bcd	Glutamine	-1	
hemL	Hydrogen_peroxide::stress	-1	
araR	Arabinose	-1	
araR	"D-fructose-1,6-bisphosphate"	1	
araR	Glucose-6-Phosphate	1	
mdxD	unk	0	
tatCD	phosphate	-1	
yvnA	"D-fructose-1,6-bisphosphate"	1	
yvnA	Glucose-6-Phosphate	1	
pyrP	UTP	1	
pyrP	PRPP	-1	
pyrP	UMP	1	
ybbD	GTP	1	
ybbD	isoleucine	1	
ybbD	valine	1	
ybbD	N-acetylmuramate-6-phosphate	-1	
thiI	GTP	1	
thiI	isoleucine	1	
thiI	valine	1	
cydC	NADH	1	
cydC	NAD	1	
cydC	Menaquinone	1	
cydC	"D-fructose-1,6-bisphosphate"	1	
cydC	Glucose-6-Phosphate	1	
nifS	Niacin	1	
pgsA.1	unk	-1	
pgsA.1	Glutamine	-1	
tcyJ	unk	1	
tcyJ	O-acetyl-L-serine	-1	
tcyJ	Thiol_specific_oxidative_stress::stress	1	
ykoM	"D-fructose-1,6-bisphosphate"	1	
ykoM	Glucose-6-Phosphate	1	
yetM	Flavonoids::stress	-1	
liaG	Bacitracin::stress	1	
mta	unk	0	
scoA	"D-fructose-1,6-bisphosphate"	1	
scoA	Glucose-6-Phosphate	1	
yhbH	phosphate	-1	
adeC	GTP	1	
adeC	isoleucine	1	
adeC	valine	1	
yxjG	S-adenosyl-L-methionine	-1	
nasE	Glutamine	-1	
nasE	Menaquinone	1	
nasE	Nitricoxide	-1	
nasE	Iron	1	
nasE	GTP	1	
nasE	isoleucine	1	
nasE	valine	1	
natB	Sodium::extracellular	1	
purR	PRPP	-1	
yuxJ	GTP	1	
yuxJ	isoleucine	1	
yuxJ	valine	1	
tcyK	unk	1	
tcyK	O-acetyl-L-serine	-1	
tcyK	Thiol_specific_oxidative_stress::stress	1	
yrpB	unk	-1	
yugT	Thiol_specific_oxidative_stress::stress	1	
yesO	unk	0	
yesO	"D-fructose-1,6-bisphosphate"	1	
yesO	Glucose-6-Phosphate	1	
yxbC	GTP	1	
yxbC	isoleucine	1	
yxbC	valine	1	
ssuD	O-acetyl-L-serine	-1	
ssuD	Thiol_specific_oxidative_stress::stress	1	
gltB	Glutamine	-1	
gltB	unk	1	
gltB	2-Oxoglutarate	-1	
gltB	Glutamate	0	
gltB	Glutamate	-1	
ydeK	unk	0	
lplB	"D-fructose-1,6-bisphosphate"	1	
lplB	Glucose-6-Phosphate	1	
catE	Quinone::stress	-1	
iolD	2-deoxy-5-keto-D-gluconic-acid-6-phosphate	-1	
iolD	"D-fructose-1,6-bisphosphate"	1	
iolD	Glucose-6-Phosphate	1	
yisS	unk	-1	
alsS	NADH	1	
alsS	NAD	1	
alsS	acetate	1	
alsS	"D-fructose-1,6-bisphosphate"	1	
alsS	Glucose-6-Phosphate	1	
sacB	Sucrose	1	
sacB	unk	-1	
folB	Tryptophan	1	
iolC	2-deoxy-5-keto-D-gluconic-acid-6-phosphate	-1	
iolC	"D-fructose-1,6-bisphosphate"	1	
iolC	Glucose-6-Phosphate	1	
guaB	GTP	1	
guaB	isoleucine	1	
guaB	valine	1	
rbsA	"D-fructose-1,6-bisphosphate"	1	
rbsA	Glucose-6-Phosphate	1	
rbsA	ribose	-1	
purA	PRPP	-1	
leuC	Glutamine	-1	
leuC	GTP	1	
leuC	isoleucine	1	
leuC	valine	1	
leuC	"D-fructose-1,6-bisphosphate"	1	
leuC	Glucose-6-Phosphate	1	
leuC	tRNAleu	-1	
rsbV	"D-fructose-1,6-bisphosphate"	1	
rsbV	Glucose-6-Phosphate	1	
yvyI	"D-fructose-1,6-bisphosphate"	1	
yvyI	Glucose-6-Phosphate	1	
yvcS	stress:	1	
yvcS	toxic-peptide	0	
etfA	Palmitoyl-CoA	1	
etfA	Oleoyl-CoA	0	
etfA	"D-fructose-1,6-bisphosphate"	1	
etfA	Glucose-6-Phosphate	1	
ydfO	Methylglyoxal::stress	-1	
purM	PRPP	-1	
purM	Hypoxanthine	-1	
purM	Guanine	-1	
yyaT	unk	0	
malR	D-maltose-6-phosphate	1	
malR	"D-fructose-1,6-bisphosphate"	1	
malR	Glucose-6-Phosphate	1	
malR	Malate::extracellular	1	
cggR	"D-fructose-1,6-bisphosphate"	-1	
yerH	DNA_Damage	1	
glcP	3-3-neotrehalosadiamine	1	
bmr	unk	0	
bmr	Rhodamine6G::stress	1	
bmr	Tetraphenylphosphonium::stress	0	
sipV	DNA_Damage	1	
yvgT	Glutamine	-1	
sacP	Sucrose	1	
sacP	"D-fructose-1,6-bisphosphate"	1	
sacP	Glucose-6-Phosphate	1	
liaH	Bacitracin::stress	1	
araQ	"D-fructose-1,6-bisphosphate"	1	
araQ	Glucose-6-Phosphate	1	
araQ	Arabinose	-1	
amhX	GTP	1	
amhX	isoleucine	1	
amhX	valine	1	
rsoA	unk	0	
trpB	Tryptophan	1	
yorC	DNA_Damage	1	
phrF	ComX	1	
guaD	Allantoin	1	
guaD	Urate	1	
guaD	Allantoate	1	
yclG	Glutamine	-1	
xylR	Xylose	-1	
ywpJ	unk	0	
natA	Sodium::extracellular	1	
cheB	GTP	1	
cheB	isoleucine	1	
cheB	valine	1	
cwlD	DNA_Damage	1	
katA	Hydrogen_peroxide::stress	-1	
acoA	"D-fructose-1,6-bisphosphate"	1	
acoA	Glucose-6-Phosphate	1	
acoA	acetoin	1	
oppB	Glutamine	-1	
oppB	GTP	1	
oppB	isoleucine	1	
oppB	valine	1	
glpF	Glycerol-3-phosphate	1	
glpF	"D-fructose-1,6-bisphosphate"	1	
glpF	Glucose-6-Phosphate	1	
gutP	Sorbitol	1	
hemA	Hydrogen_peroxide::stress	-1	
ureB	Glutamine	-1	
ureB	Allantoin	1	
ureB	Urate	1	
ureB	Allantoate	1	
ureB	Glutamine	1	
ureB	GTP	1	
ureB	isoleucine	1	
ureB	valine	1	
pabB	Tryptophan	1	
tcyM	unk	1	
tcyM	O-acetyl-L-serine	-1	
tcyM	Thiol_specific_oxidative_stress::stress	1	
yclH	unk	-1	
tcyN	unk	1	
tcyN	O-acetyl-L-serine	-1	
tcyN	Thiol_specific_oxidative_stress::stress	1	
pheT	tRNAphe	-1	
ypuD	DNA_Damage	1	
yhdT	GTP	1	
yhdT	isoleucine	1	
yhdT	valine	1	
ctaA	Menaquinone	1	
efeM	Iron	1	
arsR	Arsenite::stress	-1	
arsR	Cadmium::stress	0	
arsR	Silver::stress	0	
ycgO	Proline	1	
ycgO	GTP	1	
ycgO	isoleucine	1	
ycgO	valine	1	
ycgO	"D-fructose-1,6-bisphosphate"	1	
ycgO	Glucose-6-Phosphate	1	
cccA	"D-fructose-1,6-bisphosphate"	1	
cccA	Glucose-6-Phosphate	1	
yxjC	"D-fructose-1,6-bisphosphate"	1	
yxjC	Glucose-6-Phosphate	1	
ydfP	Methylglyoxal::stress	-1	
ylaD	Thiol_specific_oxidative_stress::stress	1	
rocE	Ornithine	1	
rocE	Citrulline	1	
rocE	GTP	1	
rocE	isoleucine	1	
rocE	valine	1	
rocE	arginine	1	
ssuA	O-acetyl-L-serine	-1	
ssuA	Thiol_specific_oxidative_stress::stress	1	
ndk	"D-fructose-1,6-bisphosphate"	1	
ndk	Glucose-6-Phosphate	1	
ansZ	Glutamine	-1	
ansZ	GTP	1	
ansZ	isoleucine	1	
ansZ	valine	1	
fadE	Sdpc	1	
fadE	Palmitoyl-CoA	1	
fadE	Oleoyl-CoA	0	
fadE	"D-fructose-1,6-bisphosphate"	1	
fadE	Glucose-6-Phosphate	1	
thiG	TPP	-1	
thiG	unk	-1	
ptsG	Glucose::extracellular	1	
pucD	Glutamine	-1	
pucD	Allantoin	1	
pucD	Urate	1	
pucD	Allantoate	1	
yvfR	unk	0	
liaI	Bacitracin::stress	1	
arsB	Arsenite::stress	-1	
arsB	Cadmium::stress	0	
arsB	Silver::stress	0	
yfkN	phosphate	-1	
yfkN	"D-fructose-1,6-bisphosphate"	1	
yfkN	Glucose-6-Phosphate	1	
catD	Quinone::stress	-1	
yxjF	"D-fructose-1,6-bisphosphate"	1	
yxjF	Glucose-6-Phosphate	1	
blt	unk	0	
blt	Unk	1	
ykvT	unk	-1	
pyrB	UTP	1	
pyrB	PRPP	-1	
pyrB	UMP	1	
alsT	Glutamine	-1	
dhbE	Iron	1	
uxuB	Galacturonate	-1	
uxuB	"D-fructose-1,6-bisphosphate"	1	
uxuB	Glucose-6-Phosphate	1	
appF	GTP	1	
appF	isoleucine	1	
appF	valine	1	
appF	Glutamine	-1	
tuaE	phosphate	-1	
gbsB	Betaine	1	
gbsB	Choline	-1	
narG	Oxygen	-1	
pstS	phosphate	-1	
ywdJ	Glutamine	-1	
garD	D-Glucarate	-1	
garD	D-Galactarate	-1	
ycnD	unk	0	
queD	Queuosine	-1	
yumC	Glutamine	-1	
yumC	Iron	1	
glnH	Glutamine	-1	
glnH	GTP	1	
glnH	isoleucine	1	
glnH	valine	1	
yhcI	4-Aminobutanoate	1	
ytbD	unk	0	
glyA	PRPP	-1	
ytrI	DNA_Damage	1	
glpD	Glycerol-3-phosphate	1	
glpD	"D-fructose-1,6-bisphosphate"	1	
glpD	Glucose-6-Phosphate	1	
flhF	GTP	1	
flhF	isoleucine	1	
flhF	valine	1	
fabD	Malonyl-CoA	-1	
fabD	ComX	1	
ykfD	GTP	1	
ykfD	isoleucine	1	
ykfD	valine	1	
araL	"D-fructose-1,6-bisphosphate"	1	
araL	Glucose-6-Phosphate	1	
araL	Arabinose	-1	
wapA	unk	0	
wapA	unk	-1	
rapJ	Glutamine	-1	
yodC	Quinone::stress	-1	
treP	D-trehalose-6-phosphate	-1	
treP	phosphate	-1	
treP	"D-fructose-1,6-bisphosphate"	1	
treP	Glucose-6-Phosphate	1	
pupG	"D-fructose-1,6-bisphosphate"	1	
pupG	Glucose-6-Phosphate	1	
hutP	GTP	1	
hutP	isoleucine	1	
hutP	valine	1	
hutP	"D-fructose-1,6-bisphosphate"	1	
hutP	Glucose-6-Phosphate	1	
ykbA	PRPP	-1	
hutI	Histidine	1	
hutI	GTP	1	
hutI	isoleucine	1	
hutI	valine	1	
hutI	"D-fructose-1,6-bisphosphate"	1	
hutI	Glucose-6-Phosphate	1	
yybP	unk	0	
ydhE	Bacitracin::stress	1	
epsH	unk	0	
yfmD	Iron	1	
ydhU.1	Iron	1	
uvrX	DNA_Damage	1	
cheD	GTP	1	
cheD	isoleucine	1	
cheD	valine	1	
yocH	unk	-1	
rocR	Ornithine	1	
rocR	Citrulline	1	
rocR	GTP	1	
rocR	isoleucine	1	
rocR	valine	1	
yxaM	GTP	1	
yxaM	isoleucine	1	
yxaM	valine	1	
yesS	unk	0	
yesS	"D-fructose-1,6-bisphosphate"	1	
yesS	Glucose-6-Phosphate	1	
hxlA	Formaldehyde::stress	1	
ytrB	Ramoplanin::stress	-1	
msrB	Thiol_specific_oxidative_stress::stress	1	
yetL	Flavonoids::stress	-1	
cydA	NADH	1	
cydA	NAD	1	
cydA	Menaquinone	1	
cydA	"D-fructose-1,6-bisphosphate"	1	
cydA	Glucose-6-Phosphate	1	
phrC	ComX	1	
phrC	GTP	1	
phrC	isoleucine	1	
phrC	valine	1	
phrC	"D-fructose-1,6-bisphosphate"	1	
phrC	Glucose-6-Phosphate	1	
ywrC	unk	0	
citM	Citrate::extracellular	1	
citM	"D-fructose-1,6-bisphosphate"	1	
citM	Glucose-6-Phosphate	1	
ydfA	Arsenite::stress	1	
ydfA	Copper::stress	-1	
ydfA	Zinc::stress	0	
ydfA	Nickel::stress	0	
ydfA	Manganese::stress	0	
ydfA	Molybdenum::stress	0	
liaF	Bacitracin::stress	1	
slrA	unk	-1	
gapB	unk	0	
yclQ	Iron	1	
araN	"D-fructose-1,6-bisphosphate"	1	
araN	Glucose-6-Phosphate	1	
araN	Arabinose	-1	
pyrK	UTP	1	
pyrK	PRPP	-1	
pyrK	UMP	1	
rbsK	"D-fructose-1,6-bisphosphate"	1	
rbsK	Glucose-6-Phosphate	1	
rbsK	ribose	-1	
hisF	Histidine	1	
ybzH	unk	0	
fliZ	GTP	1	
fliZ	isoleucine	1	
fliZ	valine	1	
sipT	unk	-1	
ydfE	unk	0	
pucF	Allantoin	1	
pucF	Urate	1	
pucF	Allantoate	1	
iolE	2-deoxy-5-keto-D-gluconic-acid-6-phosphate	-1	
iolE	"D-fructose-1,6-bisphosphate"	1	
iolE	Glucose-6-Phosphate	1	
yuxG	L-rhamnulose-1-phosphate	-1	
yxjA	Hypoxanthine	-1	
yxjA	Guanine	-1	
ycgT	Iron	1	
ycgP	Proline	1	
ycgP	GTP	1	
ycgP	isoleucine	1	
ycgP	valine	1	
frlD	Fructoselysine6-phosphate	-1	
frlD	GTP	1	
frlD	isoleucine	1	
frlD	valine	1	
msmE	"D-fructose-1,6-bisphosphate"	1	
msmE	Glucose-6-Phosphate	1	
msmE	unk	-1	
bioW	Biotin	1	
opuBC	Betaine	1	
opuBC	Choline	-1	
opuBC	GTP	1	
opuBC	isoleucine	1	
opuBC	valine	1	
opuBC	unk	0	
acoC	"D-fructose-1,6-bisphosphate"	1	
acoC	Glucose-6-Phosphate	1	
acoC	acetoin	1	
epsG	unk	0	
ykfA	GTP	1	
ykfA	isoleucine	1	
ykfA	valine	1	
yttP	phosphate	-1	
yttP	"D-fructose-1,6-bisphosphate"	1	
yttP	Glucose-6-Phosphate	1	
desK	unk	-1	
malA	D-maltose-6-phosphate	1	
malA	"D-fructose-1,6-bisphosphate"	1	
malA	Glucose-6-Phosphate	1	
malA	Malate::extracellular	1	
gntP	Gluconate	-1	
gntP	"D-fructose-1,6-bisphosphate"	1	
gntP	Glucose-6-Phosphate	1	
gntP	unk	0	
trpF	Tryptophan	1	
appB	GTP	1	
appB	isoleucine	1	
appB	valine	1	
appB	Glutamine	-1	
pcrA	DNA_Damage	1	
yxxG	unk	0	
yxxG	unk	-1	
ispA.1	unk	-1	
yvrC	Adenosylcobalamin	1	
gabR	4-Aminobutanoate	1	
mtnD	S-adenosyl-L-methionine	-1	
ybcL	unk	0	
phoR	phosphate	-1	
phoR	"D-fructose-1,6-bisphosphate"	1	
phoR	Glucose-6-Phosphate	1	
phoR	Menaquinone	1	
yuiB	GTP	1	
yuiB	isoleucine	1	
yuiB	valine	1	
yuiB	Glutamine	-1	
pgm	"D-fructose-1,6-bisphosphate"	-1	
frlB	Fructoselysine6-phosphate	-1	
frlB	GTP	1	
frlB	isoleucine	1	
frlB	valine	1	
ycnE	unk	0	
azlC	4-azaleucine::stress	-1	
pucA	Glutamine	-1	
pucA	Allantoin	1	
pucA	Urate	1	
pucA	Allantoate	1	
yxeP	O-acetyl-L-serine	-1	
yxeP	Thiol_specific_oxidative_stress::stress	1	
yycO	phosphate	-1	
aroE	Tryptophan	1	
mcsA	HeatShock	-1	
pyrC	UTP	1	
pyrC	PRPP	-1	
pyrC	UMP	1	
tenI	TPP	-1	
tenI	unk	-1	
thrZ	tRNAthr	-1	
yuzJ	Glutamine	-1	
yuzJ	Allantoin	1	
yuzJ	Urate	1	
yuzJ	Allantoate	1	
levE	fructose	1	
levE	"D-fructose-1,6-bisphosphate"	1	
levE	Glucose-6-Phosphate	1	
yngHA	"D-fructose-1,6-bisphosphate"	1	
yngHA	Glucose-6-Phosphate	1	
pgcM	unk	0	
clpP	HeatShock	-1	
icd	Iron	-1	
icd	Citrate	-1	
icd	"D-fructose-1,6-bisphosphate"	1	
icd	Glucose-6-Phosphate	1	
icd	GTP	1	
icd	isoleucine	1	
icd	valine	1	
opuCC	GTP	1	
opuCC	isoleucine	1	
opuCC	valine	1	
opuCC	unk	0	
yngA	unk	-1	
yqgQ	"D-fructose-1,6-bisphosphate"	1	
yqgQ	Glucose-6-Phosphate	1	
flgC	GTP	1	
flgC	isoleucine	1	
flgC	valine	1	
ywbI	unk	0	
yjmD	Galacturonate	-1	
yjmD	"D-fructose-1,6-bisphosphate"	1	
yjmD	Glucose-6-Phosphate	1	
thiF	TPP	-1	
thiF	unk	-1	
purS	PRPP	-1	
purS	Hypoxanthine	-1	
purS	Guanine	-1	
argI	Ornithine	1	
argI	Citrulline	1	
argI	GTP	1	
argI	isoleucine	1	
argI	valine	1	
argI	arginine	1	
nrdF	Menaquinone	1	
nrdF	deoxyribonucleotides	-1	
glnP	Glutamine	-1	
glnP	GTP	1	
glnP	isoleucine	1	
glnP	valine	1	
ureC	Glutamine	-1	
ureC	Allantoin	1	
ureC	Urate	1	
ureC	Allantoate	1	
ureC	Glutamine	1	
ureC	GTP	1	
ureC	isoleucine	1	
ureC	valine	1	
yozI	Hydrogen_peroxide::stress	-1	
sipS	unk	-1	
speD	unk	0	
melA	"D-fructose-1,6-bisphosphate"	1	
melA	Glucose-6-Phosphate	1	
melA	unk	-1	
dusB	Tryptophan	1	
fadH	Palmitoyl-CoA	1	
fadH	Oleoyl-CoA	0	
ydiP	DNA_Damage	1	
ykuO	Iron	1	
pyrG	CTP	-1	
sda	DNA_Damage	1	
yhfS	Biotin	1	
kduI	2-keto-3-deoxygluconate	-1	
kduI	"D-fructose-1,6-bisphosphate"	1	
kduI	Glucose-6-Phosphate	1	
yycA	unk	-1	
yycA	Glutamine	-1	
yocJ	Quinone::stress	-1	
albF	Menaquinone	1	
yhdI	unk	0	
ahpC	Hydrogen_peroxide::stress	-1	
ilvA	GTP	1	
ilvA	isoleucine	1	
ilvA	valine	1	
pucC	Glutamine	-1	
pucC	Allantoin	1	
pucC	Urate	1	
pucC	Allantoate	1	
ycnJ	Copper	1	
ycnJ	Copper	-1	
yqgX	"D-fructose-1,6-bisphosphate"	1	
yqgX	Glucose-6-Phosphate	1	
aseR	Arsenite::stress	1	
aseR	Copper::stress	-1	
aseR	Zinc::stress	0	
aseR	Nickel::stress	0	
aseR	Manganese::stress	0	
aseR	Molybdenum::stress	0	
dltD	unk	0	
yhaA	GTP	1	
yhaA	isoleucine	1	
yhaA	valine	1	
cysK	Thiol_specific_oxidative_stress::stress	1	
cysK	O-acetyl-L-serine	-1	
hemC	Hydrogen_peroxide::stress	-1	
lexA	DNA_Damage	1	
folK	Tryptophan	1	
pdp	deoxyribose-5-phosphate	-1	
pdp	"D-fructose-1,6-bisphosphate"	1	
pdp	Glucose-6-Phosphate	1	
nadB	Niacin	1	
phrA	ComX	1	
phrA	GTP	1	
phrA	isoleucine	1	
phrA	valine	1	
adcA	Zinc	1	
purL	PRPP	-1	
purL	Hypoxanthine	-1	
purL	Guanine	-1	
degU	Glutamine	-1	
degU	unk	-1	
degU	"D-fructose-1,6-bisphosphate"	1	
degU	Glucose-6-Phosphate	1	
albB	Menaquinone	1	
ykfC	GTP	1	
ykfC	isoleucine	1	
ykfC	valine	1	
yfhC	Iron	1	
cycB	unk	-1	
cycB	"D-fructose-1,6-bisphosphate"	1	
cycB	Glucose-6-Phosphate	1	
qcrA	Menaquinone	1	
qcrA	"D-fructose-1,6-bisphosphate"	1	
qcrA	Glucose-6-Phosphate	1	
pyrAB	UTP	1	
pyrAB	PRPP	-1	
pyrAB	UMP	1	
yocR	GTP	1	
yocR	isoleucine	1	
yocR	valine	1	
ywjA	Iron	1	
ytrH	DNA_Damage	1	
yngF	"D-fructose-1,6-bisphosphate"	1	
yngF	Glucose-6-Phosphate	1	
bpr	unk	-1	
pgsC	unk	-1	
pgsC	Glutamine	-1	
epsL	unk	0	
ylxH	GTP	1	
ylxH	isoleucine	1	
ylxH	valine	1	
sucC	"D-fructose-1,6-bisphosphate"	1	
sucC	Glucose-6-Phosphate	1	
metQ	S-adenosyl-L-methionine	-1	
metQ	GTP	1	
metQ	isoleucine	1	
metQ	valine	1	
mdxG	unk	0	
azlB	4-azaleucine::stress	-1	
adaB	Methylating::stress	1	
gmuD	Glucomannan	-1	
gmuD	"D-fructose-1,6-bisphosphate"	1	
gmuD	Glucose-6-Phosphate	1	
rocB	Ornithine	1	
rocB	Citrulline	1	
rocB	GTP	1	
rocB	isoleucine	1	
rocB	valine	1	
rocB	arginine	1	
yfmO	unk	0	
yusZ	GTP	1	
yusZ	isoleucine	1	
yusZ	valine	1	
yxeM	O-acetyl-L-serine	-1	
yxeM	Thiol_specific_oxidative_stress::stress	1	
yrkI	unk	0	
bioD	Biotin	1	
ackA	GTP	1	
ackA	isoleucine	1	
ackA	valine	1	
ackA	"D-fructose-1,6-bisphosphate"	1	
ackA	Glucose-6-Phosphate	1	
albD	Menaquinone	1	
rpmEB	Zinc	1	
gcvPA	Glycine	0	
gcvPA	tRNAgly	-1	
hutH	Histidine	1	
hutH	GTP	1	
hutH	isoleucine	1	
hutH	valine	1	
hutH	"D-fructose-1,6-bisphosphate"	1	
hutH	Glucose-6-Phosphate	1	
arsC	Arsenite::stress	-1	
arsC	Cadmium::stress	0	
arsC	Silver::stress	0	
epsF	unk	0	
bdbA	unk	0	
ganA	unk	-1	
ganA	"D-fructose-1,6-bisphosphate"	1	
ganA	Glucose-6-Phosphate	1	
wprA	unk	0	
wprA	"D-fructose-1,6-bisphosphate"	1	
wprA	Glucose-6-Phosphate	1	
treR	D-trehalose-6-phosphate	-1	
treR	phosphate	-1	
treR	"D-fructose-1,6-bisphosphate"	1	
treR	Glucose-6-Phosphate	1	
yrpE	Zinc	1	
flgE	GTP	1	
flgE	isoleucine	1	
flgE	valine	1	
cheC	GTP	1	
cheC	isoleucine	1	
cheC	valine	1	
appA	GTP	1	
appA	isoleucine	1	
appA	valine	1	
appA	Glutamine	-1	
yhcZ	Bacitracin::stress	1	
skfA	phosphate	-1	
oppC	Glutamine	-1	
oppC	GTP	1	
oppC	isoleucine	1	
oppC	valine	1	
yqzH	DNA_Damage	1	
glcF	"D-fructose-1,6-bisphosphate"	1	
glcF	Glucose-6-Phosphate	1	
ypmP	GTP	1	
ypmP	isoleucine	1	
ypmP	valine	1	
ytbE	unk	0	
amyE	"D-fructose-1,6-bisphosphate"	1	
amyE	Glucose-6-Phosphate	1	
amyE	unk	-1	
ybbE	GTP	1	
ybbE	isoleucine	1	
ybbE	valine	1	
ybbE	N-acetylmuramate-6-phosphate	-1	
hisH	Histidine	1	
dinB	DNA_Damage	1	
tyrA	Tryptophan	1	
albA	Menaquinone	1	
fadF	Palmitoyl-CoA	1	
fadF	Oleoyl-CoA	0	
purQ	PRPP	-1	
purQ	Hypoxanthine	-1	
purQ	Guanine	-1	
uvrB	DNA_Damage	1	
ysxC	HeatShock	-1	
tuaD	phosphate	-1	
phoA	phosphate	-1	
phoA	unk	-1	
phoA	GTP	1	
phoA	isoleucine	1	
phoA	valine	1	
araB	"D-fructose-1,6-bisphosphate"	1	
araB	Glucose-6-Phosphate	1	
araB	Arabinose	-1	
yuaB	unk	-1	
hag	GTP	1	
hag	isoleucine	1	
hag	valine	1	
psiE	unk	0	
ylmA	GTP	1	
ylmA	isoleucine	1	
ylmA	valine	1	
citB	GTP	1	
citB	isoleucine	1	
citB	valine	1	
citB	Citrate	-1	
citB	"D-fructose-1,6-bisphosphate"	1	
citB	Glucose-6-Phosphate	1	
citB	Glutamine	-1	
lytB	unk	0	
mtnK	S-adenosyl-L-methionine	-1	
manA	Mannose	1	
hmp	Menaquinone	1	
hmp	Nitricoxide	-1	
bceB	Bacitracin::stress	1	
glnT	Glutamine::extracellular	1	
glnT	"D-fructose-1,6-bisphosphate"	1	
glnT	Glucose-6-Phosphate	1	
ytmI	unk	1	
ytmI	O-acetyl-L-serine	-1	
ytmI	Thiol_specific_oxidative_stress::stress	1	
tatAD	phosphate	-1	
yesU	unk	0	
yesU	"D-fructose-1,6-bisphosphate"	1	
yesU	Glucose-6-Phosphate	1	
pbpD	GTP	1	
pbpD	isoleucine	1	
pbpD	valine	1	
pyrD	UTP	1	
pyrD	PRPP	-1	
pyrD	UMP	1	
yqhB	DNA_Damage	1	
cysS	tRNAcys	-1	
yvfH	ComX	1	
yvfH	Lactate	-1	
ywrB	unk	0	
cydB	NADH	1	
cydB	NAD	1	
cydB	Menaquinone	1	
cydB	"D-fructose-1,6-bisphosphate"	1	
cydB	Glucose-6-Phosphate	1	
ywhH	ComX	1	
malP	D-maltose-6-phosphate	1	
malP	"D-fructose-1,6-bisphosphate"	1	
malP	Glucose-6-Phosphate	1	
malP	Malate::extracellular	1	
ilvB	Glutamine	-1	
ilvB	GTP	1	
ilvB	isoleucine	1	
ilvB	valine	1	
ilvB	"D-fructose-1,6-bisphosphate"	1	
ilvB	Glucose-6-Phosphate	1	
ilvB	tRNAleu	-1	
yvfI	Lactate	-1	
yvfI	"D-fructose-1,6-bisphosphate"	1	
yvfI	Glucose-6-Phosphate	1	
fhuC	Iron	1	
yhcG	4-Aminobutanoate	1	
tagF	unk	-1	
tagF	phosphate	-1	
yfmF	Iron	1	
sigX	unk	0	
pyrAA	UTP	1	
pyrAA	PRPP	-1	
pyrAA	UMP	1	
ylxF	GTP	1	
ylxF	isoleucine	1	
ylxF	valine	1	
citR	GTP	1	
citR	isoleucine	1	
citR	valine	1	
citR	unk	-1	
licA	Salicin	1	
licA	"D-fructose-1,6-bisphosphate"	1	
licA	Glucose-6-Phosphate	1	
licA	ribose	-1	
hisZ	Histidine	1	
bioYB	Biotin	1	
glpQ	phosphate	-1	
glpQ	Glycerol-3-phosphate	1	
glpQ	"D-fructose-1,6-bisphosphate"	1	
glpQ	Glucose-6-Phosphate	1	
spoVG	GTP	1	
spoVG	isoleucine	1	
spoVG	valine	1	
mdxF	unk	0	
resE	Menaquinone	1	
resE	phosphate	-1	
resE	"D-fructose-1,6-bisphosphate"	1	
resE	Glucose-6-Phosphate	1	
ycbK	tRNAtrp	-1	
ycbK	Tryptophan	1	
ybbB	Iron	1	
sacY	Sucrose	1	
sacY	unk	-1	
gapA	"D-fructose-1,6-bisphosphate"	-1	
gmuE	Glucomannan	-1	
gmuE	"D-fructose-1,6-bisphosphate"	1	
gmuE	Glucose-6-Phosphate	1	
kdgT	2-keto-3-deoxygluconate	-1	
kdgT	"D-fructose-1,6-bisphosphate"	1	
kdgT	Glucose-6-Phosphate	1	
fliF	GTP	1	
fliF	isoleucine	1	
fliF	valine	1	
yxeL	O-acetyl-L-serine	-1	
yxeL	Thiol_specific_oxidative_stress::stress	1	
ilvC	Glutamine	-1	
ilvC	GTP	1	
ilvC	isoleucine	1	
ilvC	valine	1	
ilvC	"D-fructose-1,6-bisphosphate"	1	
ilvC	Glucose-6-Phosphate	1	
ilvC	tRNAleu	-1	
tcyP	O-acetyl-L-serine	-1	
yclO	Iron	1	
glnK	Glutamine	-1	
